,Year,Team,effective-field-goal-pct,ftm-per-100-possessions,offensive-rebounding-pct,defensive-rebounding-pct,assists-per-fgm,effective-possession-ratio,RPI,win-pct-all-games,win-pct-close-games,SOS,Last 10,average-scoring-margin,offensive-efficiency,AdjO,defensive-efficiency,AdjD,EffM,AdjEM,points-per-game,opponent-points-per-game,PFAM,true-shooting-percentage,opponent-true-shooting-percentage,TS%M,shooting-pct,opponent-shooting-pct,FG%M,three-point-pct,free-throw-pct,total-rebounding-percentage,steals-perpossession,turnovers-per-possession,opponent-turnovers-per-possession,TOM,block-pct,personal-fouls-per-possession
65,2013,W Kentucky,48.6%,20.332,34.2%,71.0%,0.482,0.944,,0.543,0.545,,,+0.5,0.977,,0.970,,,,66.7,66.2,,104.1%,103.6%,,42.7%,42.8%,,32.7%,68.0%,52.1%,9.0%,21.8%,20.5%,,5.8%,27.9%
66,2013,Wichita St,50.0%,21.317,37.7%,75.9%,0.556,0.984,,0.769,0.500,,,+8.6,1.048,,0.919,,,,69.7,61.2,,107.0%,99.9%,,44.0%,39.5%,,33.9%,69.9%,55.6%,11.1%,19.0%,19.5%,,8.6%,27.0%
67,2013,Wisconsin,48.6%,16.570,31.5%,75.9%,0.565,1.011,,0.657,0.625,,,+9.0,1.021,,0.879,,,,65.0,55.9,,101.7%,92.3%,,42.0%,39.4%,,33.0%,63.4%,52.5%,9.0%,15.4%,17.6%,,8.1%,22.0%
0,2014,Albany,48.8%,24.562,30.2%,73.6%,0.492,0.936,,0.559,0.167,,,+1.9,1.007,,0.978,,,,65.9,63.9,,107.7%,103.4%,,44.1%,41.9%,,36.0%,75.0%,52.5%,8.3%,19.3%,17.9%,,5.5%,26.0%
1,2014,American,55.7%,18.387,25.0%,72.9%,0.658,0.874,,0.606,0.400,,,+3.9,1.012,,0.949,,,,63.1,59.1,,116.8%,100.9%,,49.0%,41.4%,,37.8%,70.7%,50.6%,9.7%,22.5%,19.3%,,6.8%,27.5%
2,2014,Arizona,51.7%,22.529,34.2%,76.4%,0.574,1.002,,0.868,0.667,,,+14.3,1.089,,0.875,,,,72.9,58.6,,109.1%,93.8%,,46.9%,38.0%,,36.4%,65.9%,55.1%,8.8%,15.2%,18.5%,,8.5%,24.8%
3,2014,Arizona St,52.4%,23.031,22.2%,72.4%,0.565,0.941,,0.636,0.625,,,+5.9,1.049,,0.966,,,,75.3,69.4,,111.7%,99.2%,,45.1%,41.9%,,39.0%,69.4%,48.4%,7.0%,15.9%,16.6%,,9.3%,26.8%
4,2014,Baylor,51.3%,25.466,38.6%,69.2%,0.581,1.007,,0.667,0.667,,,+5.7,1.110,,1.024,,,,73.5,67.8,,109.8%,103.2%,,44.8%,42.9%,,38.0%,68.0%,54.3%,7.6%,17.4%,15.5%,,9.5%,26.1%
5,2014,BYU,50.6%,26.866,33.2%,72.9%,0.538,0.998,,0.647,0.571,,,+5.9,1.094,,1.017,,,,83.7,77.8,,109.3%,105.9%,,46.4%,43.2%,,36.8%,69.1%,53.2%,9.2%,14.9%,16.2%,,4.7%,25.8%
6,2014,Cal Poly,46.0%,19.592,29.0%,69.1%,0.521,1.002,,0.375,0.444,,,-3.0,0.991,,1.040,,,,61.8,64.8,,99.1%,107.7%,,40.2%,44.1%,,32.9%,68.2%,47.8%,8.9%,14.3%,17.5%,,5.3%,30.1%
7,2014,Cincinnati,47.7%,23.329,38.1%,70.8%,0.528,1.012,,0.794,0.727,,,+10.0,1.045,,0.893,,,,68.4,58.4,,103.7%,97.2%,,42.5%,39.5%,,33.5%,70.8%,53.0%,12.0%,16.9%,21.8%,,10.8%,26.7%
8,2014,Coastal Car,48.0%,21.459,31.6%,73.4%,0.409,0.950,,0.581,0.615,,,+1.1,0.989,,0.973,,,,70.2,69.1,,103.6%,103.3%,,42.9%,40.7%,,32.6%,69.0%,52.6%,8.7%,19.6%,17.8%,,4.9%,28.1%
9,2014,Colorado,48.3%,26.919,33.1%,75.4%,0.488,0.957,,0.657,0.818,,,+2.0,1.021,,0.992,,,,70.2,68.2,,106.8%,105.0%,,43.5%,43.1%,,31.8%,71.8%,54.3%,8.6%,19.4%,17.5%,,5.8%,23.9%
10,2014,Connecticut,51.7%,23.901,28.6%,69.4%,0.505,0.950,,0.795,0.750,,,+8.7,1.060,,0.933,,,,72.1,63.5,,112.6%,96.5%,,45.0%,39.2%,,38.9%,77.4%,50.3%,10.0%,16.9%,19.0%,,10.1%,26.4%
11,2014,Creighton,58.9%,20.866,25.6%,73.3%,0.642,0.961,,0.771,0.800,,,+10.9,1.183,,1.020,,,,78.7,67.9,,123.2%,103.5%,,49.7%,42.5%,,41.5%,74.3%,51.7%,6.0%,14.7%,14.5%,,2.5%,26.5%
12,2014,Dayton,52.4%,22.393,31.5%,72.5%,0.519,0.961,,0.703,0.667,,,+5.2,1.072,,0.994,,,,72.2,67.0,,111.0%,106.3%,,46.3%,43.6%,,37.7%,68.1%,52.7%,8.9%,17.7%,18.4%,,5.0%,29.5%
13,2014,Delaware,50.4%,25.901,27.3%,67.8%,0.403,1.000,,0.714,0.667,,,+3.8,1.095,,1.042,,,,79.5,75.7,,109.2%,106.1%,,44.4%,44.3%,,34.7%,71.1%,48.1%,8.2%,13.1%,16.5%,,5.8%,26.0%
14,2014,Duke,53.8%,24.371,32.9%,70.0%,0.548,1.015,,0.743,0.667,,,+11.0,1.172,,1.007,,,,78.4,67.4,,114.8%,106.3%,,46.0%,45.6%,,39.5%,72.9%,51.5%,10.4%,14.1%,18.1%,,5.6%,29.0%
15,2014,E Kentucky,56.7%,25.090,20.5%,67.7%,0.552,0.926,,0.688,0.667,,,+4.9,1.124,,1.052,,,,77.1,72.2,,121.2%,119.4%,,48.2%,49.3%,,38.6%,75.5%,43.8%,11.7%,15.5%,23.7%,,3.6%,30.6%
16,2014,Florida,52.2%,23.201,34.1%,73.5%,0.538,0.985,,0.923,0.875,,,+12.2,1.087,,0.898,,,,69.9,57.8,,110.4%,97.9%,,46.0%,40.2%,,35.9%,66.8%,53.7%,10.9%,17.2%,21.0%,,5.9%,24.4%
17,2014,Geo Wshgtn,51.5%,23.936,33.8%,70.1%,0.549,0.966,,0.727,0.600,,,+6.2,1.051,,0.962,,,,73.2,67.0,,109.1%,100.7%,,46.3%,41.6%,,36.4%,65.1%,52.5%,10.2%,18.6%,19.2%,,7.1%,25.8%
18,2014,Gonzaga,55.2%,23.103,29.2%,72.9%,0.544,0.952,,0.800,0.714,,,+10.2,1.104,,0.955,,,,75.7,65.5,,116.7%,98.5%,,48.8%,39.7%,,39.0%,70.8%,52.3%,9.5%,17.0%,17.0%,,6.9%,26.6%
19,2014,Harvard,52.1%,27.388,31.1%,74.2%,0.571,0.960,,0.839,0.750,,,+11.3,1.084,,0.917,,,,73.0,61.8,,113.2%,100.7%,,46.5%,41.2%,,38.7%,72.4%,52.1%,10.7%,17.1%,20.6%,,9.3%,26.4%
20,2014,Iowa,51.2%,27.521,36.3%,74.1%,0.579,1.008,,0.606,0.222,,,+11.2,1.121,,0.968,,,,81.5,70.3,,111.6%,102.5%,,46.3%,41.5%,,35.0%,73.5%,54.7%,9.8%,15.4%,18.3%,,8.5%,25.0%
21,2014,Iowa State,54.2%,21.036,26.7%,73.7%,0.624,0.978,,0.778,0.750,,,+8.6,1.115,,0.999,,,,83.0,74.4,,113.8%,102.9%,,47.4%,42.0%,,35.8%,69.3%,51.1%,8.0%,14.2%,15.6%,,4.7%,23.2%
22,2014,Kansas,54.2%,26.924,36.2%,73.6%,0.548,0.962,,0.714,0.375,,,+8.9,1.119,,0.994,,,,79.0,70.1,,116.1%,102.9%,,49.3%,41.6%,,34.0%,71.1%,55.5%,8.3%,18.7%,16.0%,,10.0%,29.6%
23,2014,Kansas St,48.8%,21.671,32.7%,68.4%,0.630,0.977,,0.606,0.625,,,+3.7,1.017,,0.963,,,,69.1,65.4,,104.0%,100.1%,,43.4%,40.8%,,33.1%,65.6%,50.7%,9.1%,18.0%,18.5%,,5.5%,31.9%
24,2014,Kentucky,50.1%,28.787,41.8%,72.7%,0.441,1.014,,0.744,0.429,,,+8.5,1.101,,0.976,,,,75.3,66.8,,108.8%,99.8%,,45.5%,41.1%,,33.3%,68.5%,56.7%,6.9%,17.6%,15.7%,,10.4%,26.9%
25,2014,LA Lafayette,51.5%,23.838,34.9%,70.8%,0.474,0.978,,0.625,0.636,,,+3.2,1.072,,1.028,,,,79.4,76.2,,109.5%,108.7%,,45.6%,45.3%,,37.1%,66.5%,51.9%,9.3%,18.3%,18.1%,,6.8%,28.4%
26,2014,Louisville,53.5%,23.405,36.6%,69.1%,0.540,1.028,,0.838,0.333,,,+19.9,1.154,,0.871,,,,81.0,61.1,,112.3%,96.5%,,47.1%,39.6%,,36.8%,66.1%,52.2%,14.2%,15.1%,24.6%,,8.7%,27.8%
27,2014,Manhattan,50.7%,27.665,32.3%,69.2%,0.522,0.952,,0.758,0.583,,,+6.9,1.039,,0.946,,,,77.0,70.0,,109.4%,102.2%,,45.0%,40.9%,,36.9%,66.3%,50.7%,11.2%,19.2%,21.1%,,11.0%,32.7%
28,2014,U Mass,50.5%,21.453,30.8%,70.5%,0.552,0.950,,0.727,0.714,,,+4.6,1.022,,0.960,,,,75.8,71.2,,107.6%,100.6%,,45.9%,42.5%,,34.6%,68.3%,51.9%,9.2%,18.2%,18.2%,,9.0%,26.5%
29,2014,Memphis,51.9%,20.798,34.7%,68.9%,0.611,0.969,,0.697,0.667,,,+5.9,1.052,,0.970,,,,76.2,70.3,,108.9%,102.4%,,47.4%,43.9%,,33.1%,64.7%,51.5%,11.8%,18.1%,19.8%,,7.9%,24.8%
30,2014,Mercer,54.1%,22.434,29.5%,69.9%,0.585,0.956,,0.727,0.714,,,+8.8,1.104,,0.978,,,,76.8,68.0,,115.3%,102.3%,,46.9%,41.0%,,38.9%,73.9%,51.0%,8.5%,17.0%,18.4%,,7.0%,27.3%
31,2014,Michigan,55.7%,22.245,26.9%,70.5%,0.554,0.972,,0.757,0.769,,,+8.9,1.155,,1.016,,,,73.9,65.1,,118.4%,105.0%,,47.7%,44.5%,,40.2%,76.3%,50.1%,8.1%,14.5%,16.8%,,4.3%,22.2%
32,2014,Michigan St,54.6%,19.870,32.0%,76.1%,0.622,0.971,,0.763,0.600,,,+10.0,1.107,,0.961,,,,75.5,65.6,,114.6%,101.6%,,47.5%,39.7%,,39.2%,70.7%,53.8%,10.0%,17.0%,17.3%,,8.5%,27.8%
33,2014,WI-Milwkee,49.1%,24.968,25.9%,70.5%,0.584,0.921,,0.588,0.625,,,-1.1,0.997,,1.013,,,,69.9,71.0,,108.0%,107.0%,,42.4%,44.1%,,32.7%,73.3%,48.6%,8.0%,19.4%,18.0%,,4.3%,25.9%
34,2014,Mt St Marys,51.5%,21.886,25.2%,69.2%,0.461,0.951,,0.485,0.600,,,-1.9,1.050,,1.076,,,,75.9,77.8,,110.9%,113.7%,,43.8%,49.5%,,35.5%,73.9%,46.5%,9.7%,16.2%,18.4%,,5.1%,25.9%
35,2014,NC State,50.0%,20.595,32.6%,66.7%,0.491,0.996,,0.611,0.545,,,+1.6,1.053,,1.029,,,,71.1,69.6,,105.7%,104.3%,,46.1%,42.6%,,30.5%,65.7%,49.5%,7.1%,15.3%,16.9%,,7.5%,27.5%
36,2014,Nebraska,48.3%,23.762,23.7%,72.9%,0.423,0.942,,0.594,0.571,,,+1.6,0.994,,0.970,,,,66.8,65.2,,105.7%,103.6%,,42.7%,42.0%,,33.3%,71.7%,48.4%,10.3%,16.7%,19.1%,,6.0%,30.7%
37,2014,New Mexico,51.1%,27.052,31.3%,73.7%,0.616,0.982,,0.794,0.600,,,+7.9,1.089,,0.973,,,,74.0,66.1,,111.3%,98.1%,,45.8%,38.9%,,33.2%,72.4%,53.7%,7.0%,15.6%,14.6%,,8.6%,25.0%
38,2014,N Mex State,53.2%,28.365,37.0%,70.9%,0.503,0.977,,0.714,0.375,,,+8.8,1.101,,0.975,,,,76.4,67.7,,114.1%,97.9%,,48.4%,40.5%,,36.1%,68.4%,53.6%,6.7%,18.2%,15.7%,,10.3%,24.9%
39,2014,N Carolina,49.9%,22.474,36.3%,71.0%,0.549,1.007,,0.706,0.545,,,+6.8,1.060,,0.966,,,,76.6,69.8,,105.1%,101.7%,,46.3%,41.6%,,33.6%,62.6%,53.2%,10.1%,16.5%,18.6%,,8.3%,28.1%
40,2014,NC Central,50.3%,28.442,32.5%,69.4%,0.582,0.976,,0.812,0.667,,,+12.0,1.077,,0.898,,,,72.3,60.3,,110.6%,98.8%,,45.5%,38.8%,,32.5%,72.7%,51.5%,11.2%,16.7%,23.0%,,7.7%,29.6%
41,2014,N Dakota St,54.5%,25.400,28.9%,74.5%,0.431,0.967,,0.767,0.778,,,+6.3,1.133,,1.036,,,,73.9,67.6,,117.4%,109.0%,,49.8%,43.2%,,34.7%,75.8%,52.3%,9.1%,15.3%,16.8%,,8.2%,28.1%
42,2014,Ohio State,50.2%,23.166,27.9%,73.1%,0.499,0.956,,0.714,0.500,,,+9.7,1.032,,0.888,,,,69.5,59.8,,107.9%,97.8%,,44.9%,40.6%,,32.4%,68.9%,50.4%,11.5%,17.3%,21.7%,,8.0%,24.4%
43,2014,Oklahoma,51.7%,24.589,30.9%,71.3%,0.534,0.989,,0.697,0.600,,,+5.9,1.106,,1.026,,,,81.9,76.0,,112.0%,107.2%,,44.7%,43.7%,,37.9%,74.9%,50.9%,9.2%,15.4%,17.4%,,5.5%,25.5%
44,2014,Oklahoma St,52.4%,28.146,26.8%,70.1%,0.517,0.977,,0.618,0.300,,,+10.7,1.108,,0.961,,,,80.2,69.6,,113.7%,101.1%,,46.3%,40.9%,,36.4%,71.9%,48.7%,10.6%,14.4%,19.6%,,8.2%,27.5%
45,2014,Oregon,53.5%,26.951,29.8%,70.9%,0.529,0.965,,0.706,0.375,,,+7.7,1.121,,1.016,,,,81.9,74.1,,116.5%,107.7%,,46.9%,43.9%,,38.8%,77.3%,50.8%,10.6%,15.7%,18.4%,,5.9%,29.2%
46,2014,Pittsburgh,50.8%,26.130,35.6%,72.7%,0.629,0.997,,0.722,0.462,,,+9.9,1.102,,0.950,,,,71.8,61.9,,109.9%,101.5%,,46.1%,41.2%,,35.1%,71.2%,54.6%,10.8%,15.9%,18.8%,,5.7%,26.4%
47,2014,Providence,48.3%,27.015,33.9%,71.7%,0.561,0.988,,0.657,0.643,,,+3.5,1.066,,1.015,,,,73.3,69.8,,107.9%,104.5%,,42.8%,44.3%,,34.7%,78.2%,52.4%,8.1%,16.9%,15.9%,,8.5%,25.0%
48,2014,Saint Louis,49.6%,22.064,26.2%,73.5%,0.578,0.936,,0.788,0.727,,,+7.4,0.998,,0.892,,,,69.9,62.5,,106.9%,96.8%,,44.5%,40.6%,,31.7%,69.9%,50.4%,10.6%,18.0%,20.5%,,7.4%,25.1%
49,2014,San Diego St,46.7%,25.519,33.8%,73.7%,0.392,1.019,,0.853,1.000,,,+10.1,1.040,,0.886,,,,68.2,58.1,,101.9%,96.1%,,42.3%,39.7%,,34.2%,67.4%,53.0%,11.0%,14.8%,20.0%,,9.4%,25.6%
50,2014,St Josephs,53.9%,21.844,28.4%,74.8%,0.567,0.945,,0.706,0.750,,,+4.0,1.057,,0.998,,,,71.6,67.6,,112.7%,102.0%,,47.0%,42.0%,,37.9%,64.5%,52.0%,6.6%,18.3%,14.9%,,7.8%,23.6%
51,2014,Stanford,51.3%,24.871,27.8%,74.4%,0.463,0.958,,0.639,0.600,,,+4.4,1.056,,0.992,,,,72.7,68.2,,110.5%,104.2%,,45.9%,42.1%,,36.4%,70.2%,51.3%,7.6%,16.4%,16.6%,,7.6%,26.4%
52,2014,Ste F Austin,52.3%,24.196,36.5%,72.8%,0.623,1.003,,0.909,1.000,,,+11.6,1.129,,0.956,,,,75.4,63.8,,111.9%,109.5%,,46.0%,46.0%,,34.9%,71.4%,53.5%,10.2%,16.6%,23.1%,,6.5%,31.2%
53,2014,Syracuse,48.2%,23.844,38.0%,70.3%,0.491,1.042,,0.824,0.636,,,+8.8,1.089,,0.948,,,,68.0,59.2,,104.4%,102.6%,,43.7%,41.0%,,33.1%,70.8%,52.8%,12.8%,14.5%,21.4%,,10.2%,25.7%
54,2014,Tennessee,49.7%,25.538,39.0%,75.6%,0.496,1.022,,0.639,0.000,,,+9.5,1.103,,0.956,,,,71.5,62.0,,108.0%,100.2%,,44.9%,41.8%,,31.9%,71.8%,56.1%,7.9%,16.4%,16.5%,,8.4%,25.9%
55,2014,Texas,47.4%,24.516,39.1%,72.3%,0.493,1.017,,0.686,0.818,,,+3.5,1.044,,0.995,,,,74.2,70.7,,102.8%,101.7%,,43.2%,40.2%,,32.7%,67.1%,54.8%,8.0%,17.0%,15.8%,,10.0%,26.8%
56,2014,TX Southern,51.7%,26.877,31.4%,71.7%,0.548,0.947,,0.545,0.583,,,+1.7,1.059,,1.036,,,,74.9,73.2,,112.2%,105.9%,,45.9%,44.9%,,35.8%,71.2%,51.9%,6.4%,18.7%,15.3%,,5.7%,23.6%
57,2014,Tulsa,48.9%,24.940,28.5%,73.5%,0.511,0.965,,0.618,0.667,,,+5.1,1.020,,0.949,,,,72.7,67.6,,106.1%,102.5%,,43.7%,40.5%,,32.7%,68.3%,50.3%,9.6%,16.3%,19.7%,,6.9%,29.9%
58,2014,UCLA,54.1%,23.552,27.9%,74.0%,0.593,0.976,,0.757,0.500,,,+10.8,1.126,,0.977,,,,81.2,70.4,,115.7%,105.9%,,48.9%,42.7%,,38.0%,74.9%,51.2%,12.8%,14.2%,19.8%,,5.2%,24.5%
59,2014,VCU,47.9%,20.334,33.2%,72.3%,0.498,1.001,,0.743,0.286,,,+9.8,1.026,,0.892,,,,75.0,65.2,,102.4%,102.7%,,42.0%,43.2%,,34.9%,67.4%,50.6%,15.3%,16.7%,24.9%,,8.0%,26.8%
60,2014,Villanova,53.6%,25.267,32.0%,74.9%,0.601,0.970,,0.853,0.875,,,+11.5,1.104,,0.941,,,,78.0,66.5,,114.7%,101.3%,,45.6%,40.4%,,35.6%,71.5%,52.7%,9.8%,16.9%,19.4%,,7.5%,27.9%
61,2014,Virginia,50.8%,23.041,31.6%,77.3%,0.566,0.981,,0.811,0.556,,,+10.5,1.059,,0.891,,,,66.2,55.7,,108.4%,95.2%,,45.4%,38.8%,,36.8%,67.3%,54.7%,8.3%,16.0%,17.9%,,8.0%,25.6%
62,2014,Weber State,54.1%,27.514,26.7%,73.4%,0.551,0.926,,0.586,0.429,,,+3.3,1.082,,1.032,,,,71.4,68.1,,117.4%,103.2%,,46.8%,44.0%,,39.4%,74.2%,51.6%,5.9%,18.6%,13.6%,,6.8%,27.8%
63,2014,W Michigan,52.0%,27.138,29.1%,70.0%,0.473,0.913,,0.688,0.778,,,+3.2,1.036,,0.990,,,,71.6,68.4,,113.3%,103.0%,,46.3%,41.6%,,32.6%,71.9%,51.0%,8.2%,20.4%,18.1%,,6.0%,26.3%
64,2014,Wichita St,52.4%,27.411,33.9%,77.9%,0.544,0.991,,0.971,0.750,,,+14.9,1.121,,0.897,,,,74.7,59.7,,113.4%,96.2%,,46.0%,39.1%,,35.0%,72.4%,55.3%,10.1%,15.7%,17.7%,,9.5%,25.6%
65,2014,Wisconsin,53.3%,26.092,26.4%,74.5%,0.505,0.994,,0.789,0.667,,,+9.5,1.135,,0.988,,,,73.5,64.0,,115.1%,100.9%,,45.9%,42.9%,,37.6%,74.6%,51.2%,7.4%,12.5%,15.0%,,5.9%,23.2%
66,2014,Wofford,48.8%,18.617,28.9%,72.3%,0.512,0.979,,0.567,0.571,,,+1.6,1.013,,0.987,,,,64.6,62.9,,103.3%,106.2%,,43.6%,44.9%,,34.6%,66.5%,50.0%,9.4%,16.1%,19.3%,,3.0%,27.5%
67,2014,Xavier,51.7%,23.021,32.4%,73.1%,0.572,0.957,,0.618,0.800,,,+3.7,1.061,,1.006,,,,71.8,68.1,,110.2%,105.4%,,47.0%,43.1%,,34.9%,68.8%,53.2%,8.5%,18.3%,16.5%,,5.2%,29.3%
0,2015,Albany,49.9%,23.746,31.3%,75.7%,0.479,0.949,,0.727,0.636,,,+4.8,1.038,,0.961,,,,65.3,60.5,,109.2%,105.4%,,43.8%,42.1%,,35.8%,75.8%,53.5%,9.0%,18.4%,19.7%,,3.2%,26.2%
1,2015,Arizona,53.5%,27.020,34.0%,81.4%,0.524,0.981,,0.895,0.571,,,+16.9,1.124,,0.875,,,,76.6,59.7,,115.0%,98.8%,,48.8%,39.8%,,36.0%,71.9%,56.7%,10.6%,16.2%,20.1%,,6.7%,26.2%
2,2015,Arkansas,50.0%,22.773,34.5%,68.1%,0.592,0.995,,0.750,0.667,,,+7.3,1.070,,0.970,,,,77.4,70.1,,107.8%,105.0%,,44.5%,42.8%,,34.9%,72.4%,50.2%,10.6%,16.5%,21.8%,,8.3%,26.2%
3,2015,Baylor,49.8%,21.920,40.7%,70.7%,0.605,1.003,,0.697,0.600,,,+8.5,1.065,,0.933,,,,68.7,60.2,,106.0%,97.5%,,43.4%,40.5%,,38.2%,67.0%,55.4%,12.2%,19.7%,18.9%,,7.0%,25.7%
4,2015,Belmont,56.5%,17.678,26.5%,71.3%,0.585,0.912,,0.656,0.733,,,+3.1,1.073,,1.027,,,,73.6,70.4,,117.3%,108.2%,,47.4%,45.0%,,37.7%,69.2%,50.3%,9.2%,19.9%,18.1%,,3.4%,24.2%
5,2015,Boise State,53.2%,19.407,25.8%,75.6%,0.483,0.955,,0.719,0.556,,,+8.6,1.075,,0.941,,,,69.4,60.8,,112.6%,102.1%,,45.2%,42.1%,,38.9%,72.4%,51.5%,9.2%,15.8%,19.1%,,4.5%,26.7%
6,2015,Buffalo,48.7%,25.266,32.2%,72.0%,0.517,0.990,,0.697,0.556,,,+6.3,1.056,,0.966,,,,74.6,68.3,,106.5%,103.0%,,43.5%,42.3%,,34.1%,71.9%,52.0%,10.6%,16.2%,19.2%,,7.0%,26.1%
7,2015,Butler,48.4%,23.055,31.2%,77.0%,0.475,0.979,,0.676,0.600,,,+8.0,1.028,,0.909,,,,69.0,61.0,,104.4%,100.3%,,43.3%,41.5%,,35.6%,68.6%,54.1%,9.5%,16.5%,18.9%,,5.8%,25.9%
8,2015,BYU,53.2%,26.267,31.3%,73.6%,0.604,0.968,,0.697,0.455,,,+8.5,1.121,,1.004,,,,82.1,73.6,,115.7%,106.7%,,46.1%,44.3%,,39.0%,76.8%,52.9%,9.4%,16.6%,17.9%,,4.9%,28.1%
9,2015,Cincinnati,49.5%,20.095,35.9%,70.2%,0.518,0.957,,0.676,0.375,,,+6.3,1.001,,0.900,,,,62.1,55.8,,105.4%,93.6%,,44.6%,38.8%,,32.9%,67.0%,53.5%,10.5%,20.5%,19.3%,,10.3%,24.0%
10,2015,Coastal Car,50.0%,22.881,33.0%,74.0%,0.459,0.983,,0.667,0.667,,,+5.2,1.064,,0.986,,,,70.5,65.4,,107.6%,103.2%,,44.0%,41.0%,,35.9%,70.5%,53.5%,9.6%,17.1%,16.5%,,6.0%,25.2%
11,2015,Davidson,55.4%,17.306,28.2%,70.6%,0.609,0.990,,0.742,0.600,,,+8.8,1.138,,1.011,,,,78.3,69.5,,115.0%,103.6%,,46.5%,44.4%,,38.7%,69.6%,50.0%,7.7%,13.8%,16.7%,,5.0%,27.0%
12,2015,Dayton,52.9%,24.432,20.4%,74.1%,0.605,0.911,,0.750,0.769,,,+6.9,1.027,,0.923,,,,67.8,60.8,,113.1%,100.6%,,46.1%,41.8%,,35.6%,68.6%,48.7%,10.5%,17.4%,20.6%,,4.8%,24.1%
13,2015,Duke,56.8%,23.029,34.8%,71.8%,0.541,0.991,,0.895,0.750,,,+15.4,1.172,,0.946,,,,79.6,64.2,,118.8%,98.5%,,50.2%,42.2%,,38.7%,69.6%,53.9%,10.6%,16.1%,18.5%,,6.4%,23.0%
14,2015,E Washingtn,55.1%,20.984,27.1%,70.9%,0.458,0.967,,0.719,0.667,,,+4.6,1.127,,1.061,,,,79.2,74.6,,116.1%,111.3%,,46.6%,45.5%,,39.3%,71.7%,49.2%,8.8%,15.6%,17.5%,,7.9%,25.8%
15,2015,Georgetown,51.3%,24.400,32.9%,72.4%,0.534,0.960,,0.667,0.545,,,+5.7,1.055,,0.971,,,,70.9,65.2,,110.5%,103.8%,,45.6%,40.7%,,35.3%,70.4%,52.2%,11.3%,18.6%,19.6%,,9.1%,30.1%
16,2015,Georgia,48.5%,25.435,30.5%,74.5%,0.550,0.951,,0.636,0.636,,,+3.8,1.001,,0.944,,,,68.2,64.4,,106.0%,97.1%,,43.2%,38.9%,,34.2%,69.2%,53.0%,8.2%,18.7%,16.3%,,8.0%,26.9%
17,2015,Georgia St,52.0%,22.241,28.3%,67.0%,0.522,0.962,,0.706,0.545,,,+7.5,1.063,,0.949,,,,70.1,62.6,,111.6%,101.1%,,47.6%,38.9%,,32.3%,73.1%,48.6%,13.6%,15.8%,22.7%,,7.8%,27.8%
18,2015,Gonzaga,57.9%,21.726,32.1%,74.8%,0.570,0.973,,0.919,0.333,,,+16.0,1.161,,0.922,,,,77.8,61.8,,120.4%,95.1%,,51.6%,39.2%,,40.0%,68.8%,55.1%,8.7%,15.7%,16.6%,,5.7%,25.1%
19,2015,Hampton,45.6%,22.297,29.9%,72.6%,0.467,0.945,,0.486,0.545,,,-1.2,0.934,,0.950,,,,67.0,68.2,,99.1%,102.0%,,40.6%,41.3%,,30.4%,65.2%,50.2%,9.4%,19.7%,19.6%,,7.3%,29.9%
20,2015,Harvard,47.1%,22.763,31.4%,75.6%,0.562,0.966,,0.714,0.750,,,+4.7,0.992,,0.918,,,,63.2,58.5,,103.2%,99.6%,,42.6%,41.2%,,34.3%,72.1%,52.0%,10.6%,18.0%,19.7%,,8.7%,24.9%
21,2015,Indiana,54.4%,19.977,32.9%,70.9%,0.508,0.980,,0.588,0.400,,,+5.7,1.124,,1.041,,,,77.4,71.7,,114.6%,106.2%,,46.4%,45.3%,,40.6%,71.9%,52.4%,7.3%,16.7%,15.5%,,5.4%,25.7%
22,2015,Iowa,48.1%,23.731,33.6%,72.0%,0.587,0.993,,0.647,0.429,,,+7.4,1.046,,0.935,,,,69.8,62.3,,105.5%,97.8%,,43.1%,39.6%,,33.3%,74.4%,52.9%,9.6%,16.6%,18.4%,,8.3%,23.7%
23,2015,Iowa State,54.3%,20.737,26.8%,72.2%,0.581,0.962,,0.735,0.615,,,+8.8,1.093,,0.969,,,,77.8,69.0,,114.2%,101.2%,,47.6%,41.6%,,36.2%,69.6%,50.5%,9.0%,15.5%,18.2%,,6.4%,21.8%
24,2015,Kansas,49.4%,24.757,33.3%,70.1%,0.545,0.963,,0.750,0.583,,,+6.3,1.039,,0.947,,,,71.1,64.8,,107.8%,96.5%,,44.0%,39.6%,,37.9%,72.4%,52.7%,9.6%,18.8%,17.1%,,8.4%,25.9%
25,2015,Kentucky,51.5%,26.547,38.8%,71.7%,0.550,1.014,,0.974,1.000,,,+20.1,1.124,,0.821,,,,74.4,54.3,,111.6%,87.0%,,46.8%,35.4%,,34.9%,72.6%,54.9%,9.8%,15.8%,20.7%,,12.6%,25.8%
26,2015,Lafayette,55.8%,18.949,26.1%,67.0%,0.585,0.936,,0.594,0.636,,,-0.2,1.098,,1.102,,,,73.0,73.2,,117.9%,111.7%,,48.6%,46.5%,,40.8%,76.6%,48.1%,8.0%,17.3%,16.9%,,4.4%,23.6%
27,2015,Louisville,47.7%,21.855,33.6%,71.4%,0.477,1.004,,0.750,0.667,,,+9.1,1.026,,0.890,,,,69.0,59.8,,102.4%,94.9%,,42.9%,39.2%,,30.7%,66.8%,51.7%,11.6%,16.9%,20.9%,,9.8%,25.7%
